Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Ytarget,Easting,Northing
0.6272979969584643,0.5053617368304913,0.6310190979340533,0.6029923475805353,0.4519509211347324,0.44493698817016775,0.7417053621379548,0.641630377227645,0.4055852637382622,0.4992619583775116,0.4941925648593585,0.4223252256696726,0.5523831102135053,0.18118182168803088,0.3190520089363963,0.37300619271723395,0.3085304028353676,0.5810104014004678,0.3589582682560398,0.2960433194117278,14.834683817357886,-12.545988115263754,-31.486707116138035
0.767560837569085,0.4915034175102779,0.5455412183346118,0.20709623596445073,0.40367578373505847,0.4972239963594119,0.3284658848484714,0.5755103739098019,0.38531781189963477,0.3730622683032178,0.4744349180321721,0.7260993304522493,0.5129318291846363,0.324656299195036,0.7003746989774998,0.28101370347736976,0.507021901937224,0.24357553082995875,0.29611309538794983,0.5660402018017283,11.34756039178726,45.07143064099162,4.190094737835814
0.6622940447582994,0.5543948663655683,0.5185529242269463,0.35800532011019554,0.25831332387183475,0.37133757821382896,0.4329568347289036,0.6905258157676579,0.5312239942509089,0.15048796076227244,0.6067046864618351,0.432894047957924,0.41047739847791637,0.6046037615859352,0.7315776961378815,0.5816399013648634,0.3367377959938267,0.4884929507663152,0.5443230621709536,0.696693199605011,15.603386483220378,23.199394181140505,37.29458358764083
0.48602852885110104,0.4978563598285562,0.3725901741562248,0.23779010588369753,0.6148258460459427,0.6859274353871992,0.49177901767638116,0.6814806421369469,0.5340080869878339,0.31959861896122993,0.6120354832602016,0.6849180796729563,0.5094835317301398,0.7644113803824658,0.18510777636973802,0.5663611442014088,0.4872300957603693,0.49000731154940685,0.5084997685335816,0.19952132186002464,15.890740284849333,9.86584841970366,23.222488640956115
0.5235940530459672,0.5838091604889352,0.7533373645449293,0.328839154727043,0.36257719344981354,0.4043844116743329,0.6412320841870228,0.5675863533305628,0.3962699250954063,0.4948307907970368,0.5742717721423204,0.6102995188784063,0.4065963376859224,0.44708164297624475,0.5185566232152212,0.24711539765012902,0.5211986921052156,0.5731170383540062,0.4955396099702885,0.4936487943611839,15.645314222236225,-34.398135955756345,30.65611478614497
0.350504852750239,0.4606441392686024,0.48509813749821845,0.2906960905220251,0.463289939987502,0.5416418374277111,0.7881682954189009,0.5415639290426433,0.5179248195385439,0.4059258998996397,0.2862629561298373,0.4798843081864788,0.5243177505817266,0.9151016186757173,0.5484562303247409,0.49367369185193366,0.46744766241688174,0.3609537195102438,0.6657109862479622,0.6591740075281599,15.811028928935134,-34.40054796637973,15.878336671071736
0.6699034000014439,0.383247387007259,0.7422725508469505,0.210171393591168,0.5797092818438772,0.8123364514157819,0.35275242642130156,0.41651388401893263,0.49352633000880086,0.34102548177494024,0.338855337543162,0.4923440951429319,0.35096188819352114,0.5814478243116313,0.4396241297086656,0.6680585769302579,0.34583043095839733,0.4865862201591405,0.6164555359922365,0.32648648103767436,13.314359417793295,-44.19163878318005,19.22765645178525
0.5883207936466692,0.7342550620759117,0.2987535324382026,0.4232414424240828,0.5288284440149943,0.5988857787453041,0.31545555676831033,0.2892217857746219,0.558778430170173,0.46211314841781603,0.5961905588953142,0.5287608549882362,0.40999823708189115,0.5409765871459981,0.6211194262186532,0.35176466870352496,0.7762239599419944,0.6046918864891909,0.31658712247517384,0.64317058454581,14.653616643598061,36.61761457749351,34.91956515653193
0.4142989416649917,0.6518991340700665,0.7062935488297852,0.28822423298073396,0.6382998316460291,0.5429647083709418,0.6271040014486082,0.8322511932207288,0.440210977790046,0.30316793880548526,0.4333151722550591,0.3764472982133488,0.5031092215463976,0.5592382559568272,0.6186672985091084,0.5670988016782668,0.4751998087561976,0.7500732994838167,0.45518907475660186,0.9894183520789066,19.436131436953747,10.111501174320878,-25.033199114081405
0.6459652435455683,0.39151846543597435,0.3778120887150924,0.4632421225249236,0.4536144957525973,0.5886086273035414,0.5743068053914032,0.49980492852298064,0.34728204281971675,0.1880327357199969,0.4966074971870387,0.5955896953231773,0.5480793003194175,0.2931250170354034,0.6031731903090253,0.5053753737908402,0.3294850485311205,0.5571899251474673,0.5034812637084867,0.34123395064439854,14.305399969924379,20.807257779604555,-1.0575036356859542
